iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AFG,Asia,Afghanistan,2020-05-20,8145.0,490.0,454.0,187.0,10.0,8.571,204.466,12.301,11.397,4.694,0.251,0.215,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-21,8676.0,531.0,476.714,193.0,6.0,8.143,217.796,13.33,11.967,4.845,0.151,0.204,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-22,9216.0,540.0,451.857,205.0,12.0,7.429,231.352,13.556,11.343,5.146,0.301,0.186,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-23,9952.0,736.0,507.143,215.0,10.0,6.714,249.828,18.476,12.731,5.397,0.251,0.169,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-24,10668.0,716.0,576.143,222.0,7.0,7.571,267.802,17.974,14.463,5.573,0.176,0.19,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-25,11180.0,512.0,586.857,223.0,1.0,7.143,280.655,12.853,14.732,5.598,0.025,0.179,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-26,11917.0,737.0,608.857,224.0,1.0,6.714,299.156,18.501,15.284,5.623,0.025,0.169,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-27,12465.0,548.0,617.143,230.0,6.0,6.143,312.912,13.757,15.492,5.774,0.151,0.154,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-28,13102.0,637.0,632.286,239.0,9.0,6.571,328.903,15.991,15.872,6.0,0.226,0.165,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-29,13745.0,643.0,647.0,250.0,11.0,6.429,345.045,16.141,16.242,6.276,0.276,0.161,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-30,14529.0,784.0,653.857,252.0,2.0,5.286,364.726,19.681,16.414,6.326,0.05,0.133,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-05-31,15180.0,651.0,644.571,254.0,2.0,4.571,381.068,16.342,16.181,6.376,0.05,0.115,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-01,15836.0,656.0,665.143,269.0,15.0,6.571,397.536,16.468,16.697,6.753,0.377,0.165,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-02,16578.0,742.0,665.857,274.0,5.0,7.143,416.162,18.627,16.715,6.878,0.126,0.179,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-03,17353.0,775.0,698.286,298.0,24.0,9.714,435.617,19.455,17.529,7.481,0.602,0.244,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-04,17977.0,624.0,696.429,303.0,5.0,9.143,451.282,15.664,17.483,7.606,0.126,0.23,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-05,19055.0,1078.0,758.571,313.0,10.0,9.0,478.343,27.061,19.043,7.857,0.251,0.226,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-06,19637.0,582.0,729.714,331.0,18.0,11.286,492.953,14.61,18.318,8.309,0.452,0.283,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-07,20428.0,791.0,749.714,361.0,30.0,15.286,512.81,19.857,18.82,9.062,0.753,0.384,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-08,21003.0,575.0,738.143,373.0,12.0,14.857,527.244,14.434,18.53,9.364,0.301,0.373,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-09,21308.0,305.0,675.714,380.0,7.0,15.143,534.901,7.657,16.963,9.539,0.176,0.38,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-10,22228.0,920.0,696.429,409.0,29.0,15.857,557.996,23.095,17.483,10.267,0.728,0.398,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-11,22976.0,748.0,714.143,430.0,21.0,18.143,576.773,18.777,17.927,10.794,0.527,0.455,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-12,23632.0,656.0,653.857,450.0,20.0,19.571,593.241,16.468,16.414,11.296,0.502,0.491,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-13,24188.0,556.0,650.143,455.0,5.0,17.714,607.198,13.957,16.321,11.422,0.126,0.445,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-14,24852.0,664.0,632.0,475.0,20.0,16.286,623.867,16.669,15.865,11.924,0.502,0.409,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-15,25613.0,761.0,658.571,480.0,5.0,15.286,642.97,19.104,16.532,12.05,0.126,0.384,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-16,25719.0,106.0,630.143,488.0,8.0,15.429,645.631,2.661,15.819,12.25,0.201,0.387,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-17,26960.0,1241.0,676.0,508.0,20.0,14.143,676.784,31.153,16.97,12.752,0.502,0.355,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-18,27423.0,463.0,635.286,550.0,42.0,17.143,688.407,11.623,15.948,13.807,1.054,0.43,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-19,27964.0,541.0,618.857,552.0,2.0,14.571,701.988,13.581,15.535,13.857,0.05,0.366,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-20,28383.0,419.0,599.286,552.0,0.0,13.857,712.506,10.518,15.044,13.857,0.0,0.348,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-21,28919.0,536.0,581.0,585.0,33.0,15.714,725.962,13.455,14.585,14.685,0.828,0.394,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-22,29229.0,310.0,516.571,602.0,17.0,17.429,733.744,7.782,12.968,15.112,0.427,0.438,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-23,29567.0,338.0,549.714,622.0,20.0,19.143,742.229,8.485,13.8,15.614,0.502,0.481,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-24,29726.0,159.0,395.143,643.0,21.0,19.286,746.22,3.991,9.919,16.141,0.527,0.484,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-25,30261.0,535.0,405.429,679.0,36.0,18.429,759.65,13.43,10.178,17.045,0.904,0.463,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-26,30346.0,85.0,340.286,684.0,5.0,18.857,761.784,2.134,8.542,17.171,0.126,0.473,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-27,30702.0,356.0,331.286,707.0,23.0,22.143,770.721,8.937,8.316,17.748,0.577,0.556,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-28,31053.0,351.0,304.857,733.0,26.0,21.143,779.532,8.811,7.653,18.401,0.653,0.531,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-29,31324.0,271.0,299.286,737.0,4.0,19.286,786.335,6.803,7.513,18.501,0.1,0.484,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-06-30,31445.0,121.0,268.286,739.0,2.0,16.714,789.373,3.037,6.735,18.551,0.05,0.42,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-01,31848.0,403.0,303.143,778.0,39.0,19.286,799.489,10.117,7.61,19.53,0.979,0.484,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-02,32108.0,260.0,263.857,811.0,33.0,18.857,806.016,6.527,6.624,20.359,0.828,0.473,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-03,32410.0,302.0,294.857,823.0,12.0,19.857,813.597,7.581,7.402,20.66,0.301,0.498,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-04,32758.0,348.0,293.714,830.0,7.0,17.571,822.333,8.736,7.373,20.836,0.176,0.441,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-05,33037.0,279.0,283.429,868.0,38.0,19.286,829.337,7.004,7.115,21.79,0.954,0.484,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-06,33150.0,113.0,260.857,891.0,23.0,22.0,832.174,2.837,6.548,22.367,0.577,0.552,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-07,33470.0,320.0,289.286,924.0,33.0,26.429,840.207,8.033,7.262,23.195,0.828,0.663,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-08,33680.0,210.0,261.714,940.0,16.0,23.143,845.479,5.272,6.57,23.597,0.402,0.581,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-09,33739.0,59.0,233.0,941.0,1.0,18.571,846.96,1.481,5.849,23.622,0.025,0.466,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-10,34280.0,541.0,267.143,975.0,34.0,21.714,860.541,13.581,6.706,24.476,0.854,0.545,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-11,34437.0,157.0,239.857,979.0,4.0,21.286,864.482,3.941,6.021,24.576,0.1,0.534,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-12,34537.0,100.0,214.286,1014.0,35.0,20.857,866.992,2.51,5.379,25.455,0.879,0.524,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-13,34541.0,4.0,198.714,1016.0,2.0,17.857,867.092,0.1,4.988,25.505,0.05,0.448,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-14,34826.0,285.0,193.714,1049.0,33.0,17.857,874.247,7.154,4.863,26.333,0.828,0.448,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-15,35026.0,200.0,192.286,1098.0,49.0,22.571,879.268,5.021,4.827,27.563,1.23,0.567,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-16,35156.0,130.0,202.429,1117.0,19.0,25.143,882.531,3.263,5.082,28.04,0.477,0.631,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-17,35315.0,159.0,147.857,1151.0,34.0,25.143,886.522,3.991,3.712,28.894,0.854,0.631,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-18,35375.0,60.0,134.0,1151.0,0.0,24.571,888.029,1.506,3.364,28.894,0.0,0.617,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-19,35561.0,186.0,146.286,1185.0,34.0,24.429,892.698,4.669,3.672,29.747,0.854,0.613,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-20,35595.0,34.0,150.571,1187.0,2.0,24.429,893.551,0.854,3.78,29.798,0.05,0.613,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-21,35701.0,106.0,125.0,1188.0,1.0,19.857,896.212,2.661,3.138,29.823,0.025,0.498,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-22,35813.0,112.0,112.429,1194.0,6.0,13.714,899.024,2.812,2.822,29.973,0.151,0.344,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-23,36001.0,188.0,120.714,1215.0,21.0,14.0,903.743,4.719,3.03,30.5,0.527,0.351,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-24,36067.0,66.0,107.429,1229.0,14.0,11.143,905.4,1.657,2.697,30.852,0.351,0.28,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-25,36122.0,55.0,106.714,1250.0,21.0,14.143,906.781,1.381,2.679,31.379,0.527,0.355,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-26,36243.0,121.0,97.429,1263.0,13.0,11.143,909.818,3.037,2.446,31.705,0.326,0.28,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-27,36349.0,106.0,107.714,1273.0,10.0,12.286,912.479,2.661,2.704,31.956,0.251,0.308,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-28,36454.0,105.0,107.571,1274.0,1.0,12.286,915.115,2.636,2.7,31.982,0.025,0.308,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-29,36557.0,103.0,106.286,1275.0,1.0,11.571,917.701,2.586,2.668,32.007,0.025,0.29,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-30,36628.0,71.0,89.571,1275.0,0.0,8.571,919.483,1.782,2.249,32.007,0.0,0.215,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-07-31,36628.0,0.0,80.143,1275.0,0.0,6.571,919.483,0.0,2.012,32.007,0.0,0.165,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-08-01,36796.0,168.0,96.286,1287.0,12.0,5.286,923.7,4.217,2.417,32.308,0.301,0.133,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-08-02,36796.0,0.0,79.0,1287.0,0.0,3.429,923.7,0.0,1.983,32.308,0.0,0.086,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-08-03,36796.0,0.0,63.857,1287.0,0.0,2.0,923.7,0.0,1.603,32.308,0.0,0.05,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-08-04,36833.0,37.0,54.143,1292.0,5.0,2.571,924.629,0.929,1.359,32.433,0.126,0.065,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-08-05,36915.0,82.0,51.143,1298.0,6.0,3.286,926.688,2.058,1.284,32.584,0.151,0.082,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-08-06,36982.0,67.0,50.571,1302.0,4.0,3.857,928.37,1.682,1.27,32.684,0.1,0.097,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-08-07,37023.0,41.0,56.429,1302.0,0.0,3.857,929.399,1.029,1.417,32.684,0.0,0.097,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
AFG,Asia,Afghanistan,2020-08-08,37101.0,78.0,43.571,1311.0,9.0,3.429,931.357,1.958,1.094,32.91,0.226,0.086,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39835428.0,54.422,18.6,2.581,1.337,1803.987,,597.029,9.59,,,37.746,0.5,64.83,0.511,,,,
